id,name,is_natural,region_id,winery_id,ratings_average,ratings_count,url,acidity,fizziness,intensity,sweetness,tannin,user_structure_count,Sparkling Sweetness
1213,Vin Santo di Montepulciano,0,2693,1574,4.6,773,https://www.seulementproduitsitaliens.be/spec_collezioni.php?CODICEWT=10AVVS92H,High,Non-Sparkling,Medium,High,,0.0,
1268,St. Henri Shiraz,0,7,1305,4.4,17326,https://www.wijnig.nl/penfolds-st-henri-shiraz-2018.html,Low,Non-Sparkling,High,High,Medium,1309.0,
1471,Siepi,0,394,1620,4.4,8129,https://www.topwijnen.be/nl/product/wijnen/italie/toscane/igt-toscane/wn6010264/wn6010264,Low,Non-Sparkling,Low,Medium,Low,755.0,
1647,Solare Toscana,0,394,4772,4.2,4961,https://www.seulementproduitsitaliens.be/spec_collezioni.php?CODICE=2001658,Low,Non-Sparkling,Low,Medium,Medium,485.0,
1651,Tenuta Tignanello 'Solaia',0,394,1252,4.6,33143,http://www.vivino.com/wines/159347388,Low,Non-Sparkling,Low,Medium,Low,2131.0,
1652,Tignanello,0,394,1252,4.5,142513,https://www.seulementproduitsitaliens.be/spec_collezioni.php?CODICEWT=10ANTI89B,Low,Non-Sparkling,Low,Medium,Low,8219.0,
1658,Tenuta Guado al Tasso Bolgheri Superiore,0,3345,1252,4.5,33392,https://www.seulementproduitsitaliens.be/spec_collezioni.php?CODICEWT=10TBGT98M,Medium,Non-Sparkling,Medium,Medium,High,791.0,
1675,Pian delle Vigne Brunello di Montalcino,0,1796,1252,4.3,31363,https://www.wereldwijnonline.be/pian-delle-vigne-brunello-di-montalcino-2013-tosca.html,Medium,Non-Sparkling,Low,Low,Medium,1176.0,
1688,Castello della Sala Cervaro della Sala,0,488,1252,4.4,30203,https://www.seulementproduitsitaliens.be/vino/antinori-tenuta-castello-della-sala/143-antinori-castello-della-sala-cervaro-della-sala.html?codice=ANT009-2021,Medium,Non-Sparkling,Low,High,,1089.0,
1690,Castello della Sala Muffato della Sala,0,488,1252,4.3,6356,https://www.seulementproduitsitaliens.be/spec_collezioni.php?CODICEWT=20ANMU18B,,Non-Sparkling,,,,,
1697,Chardonnay,0,25,1300,4.3,18694,https://www.grandcruwijnen.nl/2019-chateau-montelena-chardonnay,Low,Non-Sparkling,High,High,,316.0,
1835,Amarone della Valpolicella Classico,0,3237,1933,4.4,18720,https://www.seulementproduitsitaliens.be/spec_collezioni.php?CODICEWT=20BEAM00B,Low,Non-Sparkling,High,High,Low,518.0,
1868,Nicolás Catena Zapata,0,454,1437,4.4,28227,http://www.vivino.com/wines/159644551,Low,Non-Sparkling,High,Medium,Medium,771.0,
1869,Malbec Argentino,0,454,1437,4.4,47435,https://www.grandcruwijnen.nl/2020-bodegas-catena-zapata-argentino-malbec,Low,Non-Sparkling,Medium,High,Low,5360.0,
2187,Alàuda,0,394,1233,4.5,670,https://www.wereldwijnonline.be/alauda-igt-toscana-2015-italie-rode-wijn.html,Low,Non-Sparkling,Medium,High,Medium,67.0,
2218,Rioja 150 Aniversario,0,492,1837,4.2,4642,https://www.seulementproduitsitaliens.be/vino/marques-de-riscal/29544-marques-de-riscal-rioja-150-aniversario.html?codice=MRG594,Medium,Non-Sparkling,Medium,Low,High,194.0,
2997,Puligny-Montrachet 1er Cru 'La Garenne',0,4053,1308,4.4,442,https://www.seulementproduitsitaliens.be/eccellenze_internazionali/louis-jadot/17276-louis-jadot-puligny-montrachet-1er-cru-la-garenne.html?codice=GAI118,Low,Non-Sparkling,Medium,Medium,,23.0,
3715,Monte Bello,0,86,363,4.5,11978,https://www.seulementproduitsitaliens.be/spec_collezioni.php?CODICEWT=80RIMO17B,High,Non-Sparkling,High,Medium,High,93.0,
3879,Cabernet Sauvignon (Signature),0,25,1418,4.6,13730,https://artevino.be/product/darioush-signature-cabernet-sauvignon-2010-13/,Medium,Non-Sparkling,High,Low,Medium,811.0,
3882,Merlot (Signature),0,25,1418,4.3,2312,https://artevino.be/product/darioush-signature-merlot-2014/,Low,Non-Sparkling,Medium,High,Low,68.0,
3908,Pauillac (Premier Grand Cru Classé),0,393,176722,4.6,39283,https://hermanwines.com/products/lafite-rothschild-pauillac-2019-r-0-75l,High,Non-Sparkling,Medium,Low,High,1173.0,
4086,Almaviva,0,3068,17605,4.6,48075,http://www.vivino.com/wines/162909630,Low,Non-Sparkling,High,Medium,Medium,1112.0,
4793,Mille E Una Notte,0,2810,3149,4.3,15865,https://www.vanoudsdezwaan.nl/donnafugata-mille-e-una-nutte.html,Low,Non-Sparkling,High,High,Medium,1014.0,
4848,Overture,0,25,1368,4.5,16804,https://www.wijnig.nl/opus-one-overture-nv.html,Medium,Non-Sparkling,High,Low,Medium,321.0,
5078,Sassicaia,0,2999,1413,4.6,107646,https://www.seulementproduitsitaliens.be/spec_collezioni.php?CODICEWT=10SGSA91B,Medium,Non-Sparkling,Medium,Medium,High,2210.0,
5194,Rutherford,0,105,1473,4.6,16322,https://www.topwijnen.be/nl/product/wijnen/verenigde-staten-van-amerika/north-coast-area/napa-valley/wn74151/wn74151,Medium,Non-Sparkling,High,Low,Medium,402.0,
5261,Chateau Buena Vista Cabernet Sauvignon Napa Valley,0,25,2058,4.3,13415,https://theonlinesommelier.nl/product/buena-vista-winery-chateau-buena-vista-cabernet-sauvignon/,Medium,Non-Sparkling,High,Medium,Medium,1114.0,
5278,Relentless,0,25,1320,4.5,6633,https://www.grandcruwijnen.nl/2017-shafer-vineyards-napa-valley-relentless,Low,Non-Sparkling,High,Low,High,115.0,
6020,Pavillon Rouge du Château Margaux,0,384,1319,4.4,16401,https://www.seulementproduitsitaliens.be/eccellenze_internazionali/chateau-margaux/26308-chateau-margaux-pavillon-rouge-du-chateau-margaux.html?codice=PLG1341-2020,High,Non-Sparkling,Medium,Low,High,416.0,
6153,Aphrodite,0,397,1369,4.4,367,https://www.seulementproduitsitaliens.be/eccellenze_internazionali/two-hands/28392-two-hands-aphrodite.html?codice=GHL392,Medium,Non-Sparkling,High,Medium,Medium,16.0,
6892,Les Pavots,0,758,1326,4.6,4010,https://www.seulementproduitsitaliens.be/eccellenze_internazionali/peter-michael/28366-peter-michael-les-pavots.html?codice=GHL370,Medium,Non-Sparkling,High,Medium,High,50.0,
6935,Toscana Batar,0,394,2001,4.3,4187,https://www.seulementproduitsitaliens.be/spec_collezioni.php?CODICEWT=10QUBA11B,Medium,Non-Sparkling,Low,High,,221.0,
6942,Toscana Camartina,0,394,2001,4.3,3673,https://www.seulementproduitsitaliens.be/spec_collezioni.php?CODICEWT=10QUCA04B,Low,Non-Sparkling,Low,Medium,Medium,317.0,
7073,Papillon,0,25,1204,4.5,30682,https://hermanwines.com/products/papillon-orin-swift-2019-r-1-5l,Medium,Non-Sparkling,High,Medium,Medium,537.0,
7103,Amarone della Valpolicella Classico,0,3237,1653,4.3,77515,https://www.seulementproduitsitaliens.be/vino/tommasi/4405-amarone-della-valpolicella-tommasi.html?codice=PRA001-2018,Low,Non-Sparkling,High,High,Low,1605.0,
7133,Barolo Bricco Rocche,0,504,1806,4.4,2923,https://www.seulementproduitsitaliens.be/spec_collezioni.php?CODICEWT=00CEBA16M,High,Non-Sparkling,Medium,Low,High,135.0,
7134,Barolo Prapò,0,504,1806,4.3,2450,https://www.seulementproduitsitaliens.be/spec_collezioni.php?CODICE=2202524,High,Non-Sparkling,Medium,Low,High,144.0,
7135,Barolo Brunate,0,504,1806,4.3,4295,https://www.seulementproduitsitaliens.be/vino/ceretto/3040-barolo-bricco-rocche-brunate-2007-ceretto.html?codice=OIP077,High,Non-Sparkling,Medium,Low,High,247.0,
7273,Corton-Charlemagne Grand Cru,0,2236,1392,4.4,5755,https://www.vino.com/fr/dettaglio/corton-charlemagne-grand-cru-aoc-louis-latour-2020.html?utm_medium=aggregatore&utm_source=vivino&utm_term=louislatourcortoncharlemagnegrandcru2020&utm_country=be&st=be&cr=eur,Low,Non-Sparkling,Medium,Low,,269.0,
7360,Romanée-Saint-Vivant Grand Cru Les Quatre Journaux,0,2229,1392,4.4,731,https://www.wereldwijnonline.be/maison-louis-latour-romanee-saint-vivant-grand-cru.html,High,Non-Sparkling,Low,High,Low,47.0,
7494,Torre Muga,0,492,1467,4.4,8767,https://www.douchywebshop.com/wijnen/rode-wijn/Muga-Torre-Muga-Rioja-2016,Medium,Non-Sparkling,Medium,Medium,High,697.0,
7921,Gran Reserva Ribera del Duero,0,405,3619,4.5,2777,https://joyvino.be/products/arzuaga-gran-reserva-crianza-2016,Medium,Non-Sparkling,Medium,Medium,Medium,255.0,
7971,Gran Reserva 890,0,492,2268,4.5,11347,https://www.grandcruwijnen.nl/2010-la-rioja-alta-gran-reserva-890,Medium,Non-Sparkling,Medium,Medium,High,873.0,
8023,IX Estate Red,0,25,1456,4.7,2810,https://www.grandcruwijnen.nl/2016-colgin-ix-ix-proprietary-red-estate,Medium,Non-Sparkling,High,Medium,High,102.0,
8162,Lot 1,0,25,628,4.4,226,https://www.wereldwijnonline.be/titus-vineyards-lot-1-napa-valley-usa-rode-wijn.html,Medium,Non-Sparkling,High,Low,Medium,21.0,
8195,Amarone della Valpolicella Classico,0,3237,1499,4.3,27794,https://www.seulementproduitsitaliens.be/vino/allegrini/111-allegrini-amarone-della-valpolicella-classico.html?codice=ALG004-2018,Low,Non-Sparkling,High,High,Low,661.0,
8305,Brut Cuvée Champagne Rosé,0,409,1572,4.4,36681,https://www.vino.com/fr/dettaglio/champagne-cuvee-rose-champagne-laurent-perrier.html?utm_medium=aggregatore&utm_source=vivino&utm_term=laurentperriercuveerose&utm_country=be&st=be&cr=eur,High,Sparkling,Medium,,,3451.0,Demi Sec <8.3g
8793,Barolo Bricco Gattera,0,504,2690,4.4,2365,https://www.seulementproduitsitaliens.be/spec_collezioni.php?CODICE=2203520,High,Non-Sparkling,Medium,Low,High,131.0,
8794,Barolo Enrico VI,0,504,2690,4.4,3107,https://www.seulementproduitsitaliens.be/spec_collezioni.php?CODICE=2203863,High,Non-Sparkling,Medium,Low,High,146.0,
9220,Grand Vin de Château Palmer (Grand Cru Classé),0,384,1376,4.5,29026,https://www.grandcruwijnen.nl/2017-chateau-palmer,High,Non-Sparkling,Medium,Medium,High,894.0,
9710,Brunello di Montalcino,0,1796,1446,4.4,25989,https://www.seulementproduitsitaliens.be/vino/casanova-di-neri/7170-casanova-di-neri--brunello-montalcino-.html?codice=PRD096-2018,Medium,Non-Sparkling,Low,Medium,High,1225.0,
9711,Pietradonice,0,394,1446,4.3,2266,https://www.vanoudsdezwaan.nl/casanova-di-neri-pietradonice-2016-116389333.html,Low,Non-Sparkling,Low,Medium,Medium,206.0,
9712,Tenuta Nuova Brunello di Montalcino,0,1796,1446,4.5,20934,https://www.seulementproduitsitaliens.be/vino/casanova-di-neri/7173-casanova-di-neri-tenuta-nuova.html?codice=PRD700-2017,Medium,Non-Sparkling,Low,Medium,High,1127.0,
9958,Dominus (Christian Moueix),0,25,1332,4.5,22117,https://www.seulementproduitsitaliens.be/vino/dominus/30311-dominus-dominus-(christian-moueix).html?codice=SGN167,Medium,Non-Sparkling,High,Low,Medium,566.0,
10021,La Muse,0,26,636,4.5,1948,https://hermanwines.com/products/la-muse-verite-2013-r-0-75l,Medium,Non-Sparkling,High,Low,High,19.0,
10022,La Joie,0,26,636,4.6,2285,https://www.vanoudsdezwaan.nl/verite-la-joie-2014-114380979.html,Medium,Non-Sparkling,High,Low,High,20.0,
10023,Le Désir,0,26,636,4.5,1694,https://www.vanoudsdezwaan.nl/verite-le-desir-2014-114380977.html,Medium,Non-Sparkling,High,Low,High,19.0,
10151,Brunello di Montalcino,0,1796,1269,4.4,9171,https://www.seulementproduitsitaliens.be/spec_collezioni.php?CODICE=2001584,Medium,Non-Sparkling,Low,Low,Medium,322.0,
10152,Altero Brunello di Montalcino,0,1796,1269,4.4,4620,https://www.seulementproduitsitaliens.be/spec_collezioni.php?CODICE=2001599,Medium,Non-Sparkling,Low,Low,Medium,182.0,
10154,Brunello di Montalcino Riserva,0,1796,1269,4.5,1875,https://www.topwijnen.be/nl/product/wijnen/italie/toscane/brunello-di-montalcino/wn6000510/wn6000510,Medium,Non-Sparkling,Low,Low,Medium,44.0,
10175,Saint-Émilion Grand Cru (Premier Grand Cru Classé),0,827,1344,4.6,22896,https://www.grandcruwijnen.nl/2018-chateau-angelus-1e-grand-cru-classe-saint-emilion,Medium,Non-Sparkling,High,Medium,Medium,1064.0,
10196,The Stork,0,533,4620,4.5,1638,https://www.wereldwijnonline.be/hartenberg-the-stork-shiraz-2015-stellen-108841360.html,Medium,Non-Sparkling,High,High,Medium,104.0,
10922,Hermitage La Chapelle Rouge,0,535,1387,4.3,15298,https://www.seulementproduitsitaliens.be/spec_collezioni.php?CODICEWT=70JAHC06B,Medium,Non-Sparkling,High,Medium,High,137.0,
11001,Castillo Ygay Gran Reserva Especial Tinto,0,492,1864,4.5,23170,https://www.wijnig.nl/marques-de-murrieta-castillo-ygay-gran-reserva-esp.html,Medium,Non-Sparkling,Medium,Medium,High,1918.0,
11038,Puligny-Montrachet Enseignères,0,2248,1567,4.3,941,https://www.seulementproduitsitaliens.be/spec_collezioni.php?CODICEWT=50OLPME19M,Medium,Non-Sparkling,Medium,Low,,43.0,
11604,Malleolus,0,405,1757,4.3,34630,https://www.grandcruwijnen.nl/2020-emilio-moro-malleolus,Medium,Non-Sparkling,Medium,Medium,Medium,3137.0,
11607,Malleolus de Sanchomartin,0,405,1757,4.6,3655,https://www.grandcruwijnen.nl/2019-emilio-moro-malleolus-sancho-martin,Medium,Non-Sparkling,Medium,Medium,High,368.0,
11665,Capitel Monte Olmi Amarone della Valpolicella Classico Riserva,0,3237,2727,4.3,4229,https://www.wijnig.nl/tedeschi-capitel-monte-olmi-amarone-della-valpolic.html,Low,Non-Sparkling,High,High,Low,137.0,
11733,Toscana I Sodi di San Niccolo,0,394,3023,4.4,8853,https://www.seulementproduitsitaliens.be/spec_collezioni.php?CODICEWT=10CCSO17M,Medium,Non-Sparkling,Low,Medium,Medium,723.0,
11890,60 Sessantanni Old Vines Primitivo di Manduria,0,2753,55648,4.5,94289,https://www.wijnig.nl/san-marzano-60-sessantanni-old-vines-pri-142454080.html,Low,Non-Sparkling,High,High,Low,2765.0,
12008,Falletto Barolo,0,504,1347,4.4,1760,https://www.seulementproduitsitaliens.be/vino/bruno-giacosa/21995-bruno-giacosa-falletto-barolo-.html?codice=PRN9485,High,Non-Sparkling,Medium,Low,High,98.0,
12085,Campo dei Gigli Amarone della Valpolicella,0,1804,3109,4.4,5050,https://www.seulementproduitsitaliens.be/spec_collezioni.php?CODICEWT=20TESACG12B,Low,Non-Sparkling,High,High,Low,189.0,
12262,Ribera del Duero Prestigio,0,405,5450,4.4,2994,https://www.vanoudsdezwaan.nl/ribera-del-duero-prestigio-2016.html,Medium,Non-Sparkling,Medium,High,Medium,277.0,
12263,Ribera del Duero Reserva,0,405,5450,4.3,37394,https://www.vanoudsdezwaan.nl/ribera-del-duero-reserva-2017.html,Medium,Non-Sparkling,Medium,Medium,High,3222.0,
12393,Amarone della Valpolicella Classico,0,3237,1583,4.4,48329,https://www.vanoudsdezwaan.nl/amarone-della-valpolicella-2018.html,Low,Non-Sparkling,High,High,Low,1356.0,
13759,Clos Apalta,0,4670,290161,4.6,23256,https://www.wijnig.nl/clos-apalta-clos-apalta-2017.html,Low,Non-Sparkling,High,Medium,Medium,771.0,
13904,Barolo Rocche,0,504,2259,4.4,1615,https://www.seulementproduitsitaliens.be/spec_collezioni.php?CODICE=2202397,High,Non-Sparkling,Medium,Medium,High,77.0,
13969,Montepulciano d'Abruzzo,1,2734,2636,4.2,10110,https://www.wijnkooperijdelange.nl/Montepulciano-d-Abruzzo/915D0083,Medium,Non-Sparkling,Low,Low,Low,213.0,
13978,Brunello di Montalcino Riserva,0,1796,3948,4.4,987,https://www.vino.com/fr/dettaglio/brunello-di-montalcino-riserva-castello-romitorio-2016.html?utm_medium=aggregatore&utm_source=vivino&utm_term=romitoriobrunellodimontalcinoriserva2016&utm_country=be&st=be&cr=eur,Medium,Non-Sparkling,Low,Low,High,39.0,
14362,Pauillac (Grand Cru Classé),0,393,1309,4.4,47234,https://www.seulementproduitsitaliens.be/spec_collezioni.php?CODICEWT=60POC19B,High,Non-Sparkling,High,Low,High,2188.0,
14513,Saint-Emilion Grand Cru (Premier Grand Cru Classé),0,827,194229,4.4,1986,https://www.topwijnen.be/nl/product/wijnen/frankrijk/bordeaux/saint-emilion/saint-emilion-premier-gr-cru-classe-b/chateau-la-mondotte/wn1023104/wn1023104,Medium,Non-Sparkling,High,High,Medium,101.0,
14604,Les Bessards Hermitage,0,535,7636,4.4,1515,https://www.wijnig.nl/delas-les-bessards-hermitage-2019.html,Medium,Non-Sparkling,High,Low,High,13.0,
14882,Félix Callejo (Viñedos de la Familia),0,405,2987,4.3,1341,https://www.seulementproduitsitaliens.be/eccellenze_internazionali/callejo/28146-callejo-felix-callejo-(vinedos-de-la-familia).html?codice=PLG1714-2016,Medium,Non-Sparkling,Medium,High,High,131.0,
15149,Bricco dell'Uccellone Barbera d'Asti,0,1829,2381,4.3,17625,https://www.seulementproduitsitaliens.be/vino/braida/228-braida-bricco-delluccellone-barbera-dasti.html?codice=BRD001-2019,Medium,Non-Sparkling,Medium,Medium,Low,604.0,
15182,Vürsù Barbaresco Starderi,0,722,1447,4.4,4414,https://www.seulementproduitsitaliens.be/spec_collezioni.php?CODICE=2202703,High,Non-Sparkling,Medium,Low,High,151.0,
15184,Vürsù Barbaresco Valeirano,0,722,1447,4.4,3263,https://www.seulementproduitsitaliens.be/spec_collezioni.php?CODICE=2203646,High,Non-Sparkling,Medium,Low,High,121.0,
15617,Blanc de Blancs Brut Champagne Grand Cru,0,4638,1518,4.4,5553,https://www.grandcruwijnen.nl/champagne-billecart-salmon-blanc-de-blancs-grand-cru,High,Sparkling,Medium,,,746.0,Extra Brut <1g
16220,Series C,0,557,4108,4.5,3027,https://joyvino.be/products/vilafonte-series-c-2007,Medium,Non-Sparkling,Medium,Medium,Medium,182.0,
16221,Series M,0,557,4108,4.4,2995,https://joyvino.be/products/vilafonte-series-m-2014,Medium,Non-Sparkling,Medium,Medium,Medium,170.0,
16414,Paleo Rosso,0,394,7654,4.4,10940,https://www.wijnig.nl/le-macchiole-paleo-2018.html,Low,Non-Sparkling,Low,Medium,Medium,1100.0,
16418,Messorio,0,394,7654,4.5,5514,https://www.seulementproduitsitaliens.be/spec_collezioni.php?CODICEWT=10LMME07B,Low,Non-Sparkling,Low,Medium,Medium,583.0,
16419,Scrio,0,394,7654,4.3,2322,https://www.seulementproduitsitaliens.be/spec_collezioni.php?CODICEWT=10LMSC08B,Low,Non-Sparkling,Low,Medium,Low,235.0,
16504,Malbec,0,454,4009,4.2,33640,https://www.wereldwijnonline.be/malbec-2014-mendoza-argentini-rode-wijn.html,Low,Non-Sparkling,Medium,High,Low,3716.0,
16527,Montrachet Grand Cru Blanc,0,3041,7658,4.5,700,https://www.wijnig.nl/domaine-jacques-prieur-montrachet-grand-cru-blanc.html,Low,Non-Sparkling,Medium,Medium,,45.0,
16529,Musigny Grand Cru,0,2217,7658,4.6,739,https://www.wijnig.nl/domaine-jacques-prieur-musigny-grand-cru-2015.html,High,Non-Sparkling,Low,High,Low,55.0,
16541,Clos Saint Denis Grand Cru,0,2214,1788,4.4,474,https://www.seulementproduitsitaliens.be/eccellenze_internazionali/domaine-bertagna/24802-domaine-bertagna-clos-saint-denis-grand-cru.html?codice=PLG1013-2020,High,Non-Sparkling,Low,High,Low,42.0,
16578,Cabernet Sauvignon,0,25,1296,4.4,28544,https://www.grandcruwijnen.nl/2018-joseph-phelps-cabernet-sauvignon-napa-valley,Medium,Non-Sparkling,High,Medium,Medium,1691.0,
16587,Insignia,0,25,1296,4.6,30674,https://www.grandcruwijnen.nl/2019-joseph-phelps-insignia,Medium,Non-Sparkling,High,Medium,Medium,741.0,
16637,Barolo Sorì Ginestra,0,504,1538,4.3,4827,https://www.seulementproduitsitaliens.be/spec_collezioni.php?CODICE=2200103,High,Non-Sparkling,Medium,Low,High,308.0,
16639,Barolo Ginestra Vigna del Gris,0,504,1538,4.3,3333,https://www.seulementproduitsitaliens.be/spec_collezioni.php?CODICE=2202452,High,Non-Sparkling,Medium,Low,High,156.0,
16778,Saint-Émilion Grand Cru (Premier Grand Cru Classé),0,827,6234,4.4,24916,https://www.seulementproduitsitaliens.be/spec_collezioni.php?CODICEWT=60FIG14B,Medium,Non-Sparkling,High,Low,Medium,1130.0,
16786,Barsac (Premier Grand Cru Classé),0,2141,1425,4.4,6028,https://www.seulementproduitsitaliens.be/spec_collezioni.php?CODICEWT=60CLIM48B,High,Non-Sparkling,High,High,,147.0,
16833,Galatrona,0,394,1833,4.3,7971,https://www.wijnig.nl/galatrona-2018.html,Low,Non-Sparkling,Low,Medium,Medium,846.0,
17474,Brunello di Montalcino,0,1796,7703,4.3,7929,https://www.seulementproduitsitaliens.be/spec_collezioni.php?CODICE=2002162,Medium,Non-Sparkling,Low,Medium,Medium,338.0,
17656,Pessac-Léognan (Grand Cru Classé de Graves),0,471,1340,4.3,25444,https://www.grandcruwijnen.nl/2019-chateau-smith-haut-lafitte-grand-cru-classe-de-graves,High,Non-Sparkling,High,Low,High,625.0,
17943,Chloe Chardonnay,0,94,1370,4.5,458,https://www.grandcruwijnen.nl/2020-dumol-chloe-russian-river-valley-vineyard-chardonnay,Low,Non-Sparkling,High,High,,17.0,
17948,Finn Pinot Noir,0,94,1370,4.5,331,https://www.grandcruwijnen.nl/2019-dumol-pinot-noir-finn,Medium,Non-Sparkling,Low,Low,Low,30.0,
18014,Châteauneuf-Du-Pape Cuvée Des Générations Gaston-Philippe,0,401,1843,4.4,2077,https://www.baetenvinopolis.be/nl/shop/frankrijk/cotes-du-rhone/chateau-de-la-gardine/rood/chateau-de-la-gardine-gaston-philippe,Low,Non-Sparkling,High,Medium,Medium,58.0,
18017,Châteauneuf-du-Pape,0,401,1843,4.2,13917,https://www.grandcruwijnen.nl/2020-chateau-de-la-gardine-chateauneuf-du-pape-rouge,Low,Non-Sparkling,High,Low,Low,316.0,
18157,1694 Classification Red,0,533,2546,4.5,1841,https://joyvino.be/products/rust-vrede-1694,Low,Non-Sparkling,High,Low,Medium,14.0,
18323,Altura,0,737,2912,4.5,2733,https://www.vanoudsdezwaan.nl/casa-silva-altura.html,Low,Non-Sparkling,High,Medium,Medium,171.0,
18555,Pomerol,0,555,1680,4.2,11645,http://www.vivino.com/wines/1286336,Medium,Non-Sparkling,High,Low,Medium,322.0,
18717,Cirsion Rioja,0,492,2294,4.6,3474,https://www.wijnig.nl/bodegas-roda-cirsion-2016.html,Medium,Non-Sparkling,Medium,Medium,High,328.0,
18903,Chardonnay,0,853,215683,4.4,1031,https://joyvino.be/products/capensis-chardonnay-2015,Medium,Non-Sparkling,Medium,High,,58.0,
18931,La Grande Année Brut Champagne,0,409,7747,4.5,24646,https://www.seulementproduitsitaliens.be/eccellenze_internazionali/bollinger/25238-bollinger-la-grande-annee-astucciato.html?codice=MRG309,High,Sparkling,High,,,3595.0,Extra Brut <1g
19247,Big'd Big Barolo,0,504,2211,4.4,1148,https://www.seulementproduitsitaliens.be/spec_collezioni.php?CODICEWT=00RMBI85M,High,Non-Sparkling,Medium,Low,High,79.0,
19250,Vigna Cappella di S. Stefano Perno Barolo,0,504,2211,4.4,2514,https://www.seulementproduitsitaliens.be/spec_collezioni.php?CODICE=2201530,High,Non-Sparkling,Medium,Low,High,161.0,
19490,Amarone della Valpolicella,0,1804,7770,4.3,4689,https://www.seulementproduitsitaliens.be/vino/casa-vinicola-bennati/9725-amarone-della-valpolicella-casa-vinicola-bennati.html?codice=VIP041-2019,Low,Non-Sparkling,High,High,Low,149.0,
20985,Giramonte Toscana,0,394,183112,4.4,1678,https://www.seulementproduitsitaliens.be/spec_collezioni.php?CODICE=2001927,Low,Non-Sparkling,Low,High,Low,117.0,
21929,Costasera Amarone della Valpolicella Classico,0,3237,60883,4.3,93397,https://www.seulementproduitsitaliens.be/spec_collezioni.php?CODICEWT=20MAAMCO16M,Low,Non-Sparkling,High,High,Low,2036.0,
21938,Campolongo di Torbe Amarone della Valpolicella Classico,0,3237,60883,4.5,4392,https://www.seulementproduitsitaliens.be/spec_collezioni.php?CODICEWT=20MACT12B,Low,Non-Sparkling,High,High,Low,130.0,
22174,Brunello di Montalcino Riserva Vigna Paganelli,0,1796,7927,4.3,7123,https://www.seulementproduitsitaliens.be/spec_collezioni.php?CODICEWT=10IPBMR16B,Medium,Non-Sparkling,Low,Low,High,326.0,
22447,Bolgheri Superiore,0,3345,7941,4.6,47939,https://www.seulementproduitsitaliens.be/spec_collezioni.php?CODICEWT=10TOOR90B,Medium,Non-Sparkling,Medium,Medium,High,1144.0,
22448,Le Serre Nuove,0,673,7941,4.3,50411,https://www.wijnig.nl/ornellaia-le-serre-nuove-2020.html,Medium,Non-Sparkling,Medium,Low,High,1237.0,
22529,Barolo Ginestra Casa Maté,0,504,1845,4.4,4116,https://www.colaris.com/catalog/product/view/id/47654,High,Non-Sparkling,Medium,Medium,High,297.0,
22554,Il Bricco Barbaresco,0,722,1476,4.3,2299,https://www.seulementproduitsitaliens.be/spec_collezioni.php?CODICE=2202611,High,Non-Sparkling,Medium,Low,High,67.0,
22555,Ornato Barolo,0,504,1476,4.4,5469,https://www.seulementproduitsitaliens.be/spec_collezioni.php?CODICEWT=00PCBO06B,High,Non-Sparkling,Medium,Low,High,248.0,
22685,Saint-Julien (Grand Cru Classé),0,399,177327,4.3,37174,https://www.topwijnen.be/nl/product/wijnen/frankrijk/bordeaux/medoc/saint-julien/chateau-leoville-barton/wn1011444/wn1011444,High,Non-Sparkling,Medium,Low,High,1209.0,
22721,Flaccianello della Pieve,0,2915,7957,4.5,21518,https://www.grandcruwijnen.nl/2019-fontodi-flaccianello-della-pieve,Low,Non-Sparkling,Low,Medium,Medium,1782.0,
23094,25 anni Montefalco Sagrantino,0,1802,1676,4.3,5419,https://www.seulementproduitsitaliens.be/spec_collezioni.php?CODICE=2203536,Low,Non-Sparkling,Low,Low,Medium,258.0,
23130,Cuvée Annamaria Clementi (Extra Brut),0,817,7985,4.5,7928,https://www.vanoudsdezwaan.nl/ca-del-bosco-franciacorta-docg-annamaria-139671457.html,Medium,Sparkling,Low,,,13.0,Extra Brut <1g
23240,Brunello di Montalcino,0,1796,6609,4.3,8875,https://www.seulementproduitsitaliens.be/spec_collezioni.php?CODICEWT=10REBM15B,Medium,Non-Sparkling,Low,Low,Medium,361.0,
23264,Brunello di Montalcino,0,1796,1913,4.3,6683,https://www.colaris.com/catalog/product/view/id/49937,High,Non-Sparkling,Low,Low,Medium,327.0,
23271,Brunello di Montalcino,0,1796,1723,4.3,7546,https://www.grandcruwijnen.nl/2015-fuligni-brunello-di-montalcino-magnum,High,Non-Sparkling,Low,Low,High,400.0,
23272,Brunello di Montalcino Riserva,0,1796,1723,4.4,1665,https://www.colaris.com/catalog/product/view/id/47345,High,Non-Sparkling,Low,Medium,High,98.0,
23362,Barolo Cannubi Boschis,0,504,7666,4.4,4298,https://www.seulementproduitsitaliens.be/spec_collezioni.php?CODICEWT=00SACB12M,High,Non-Sparkling,Medium,Medium,High,250.0,
23363,Barolo Le Vigne,0,504,7666,4.3,5026,https://www.seulementproduitsitaliens.be/spec_collezioni.php?CODICEWT=00SABV10B,High,Non-Sparkling,Medium,Low,High,363.0,
23793,Carruades de Lafite Pauillac,0,393,176722,4.4,13866,https://www.seulementproduitsitaliens.be/spec_collezioni.php?CODICE=2203262,High,Non-Sparkling,High,Low,High,338.0,
