id,name,is_natural,region_id,winery_id,ratings_average,ratings_count,url,acidity,fizziness,intensity,sweetness,tannin,user_structure_count,Sparkling Sweetness
1241604,Richebourg Grand Cru,0,2227,1581,4.5,1296,https://www.seulementproduitsitaliens.be/spec_collezioni.php?CODICEWT=50GFRI19B,High,Non-Sparkling,Low,High,Low,104.0,
1242853,Campogiovanni Brunello di Montalcino Riserva Il Quercione,0,1796,2066,4.5,1107,https://www.vino.com/fr/dettaglio/brunello-di-montalcino-riserva-docg-campogiovanni-il-quercione-san-felice-2015.html?utm_medium=aggregatore&utm_source=vivino&utm_term=sanfelicebrunelloriservaquercione2015&utm_country=be&st=be&cr=eur,Medium,Non-Sparkling,Low,Medium,Medium,42.0,
1242989,Brunello di Montalcino Riserva Madonna del Piano,0,1796,1251,4.5,3506,https://www.colaris.com/valdicava-brunello-di-montalcino-riserva-madonna-del-piano-2015,High,Non-Sparkling,Low,Low,High,258.0,
1243105,Clos de Bèze Grand Cru,1,2202,68941,4.5,635,https://www.seulementproduitsitaliens.be/spec_collezioni.php?CODICEWT=50PRCB19B,High,Non-Sparkling,Low,High,Low,76.0,
1244717,Brunello di Montalcino,0,1796,15418,4.3,828,https://www.seulementproduitsitaliens.be/spec_collezioni.php?CODICE=2002863,Medium,Non-Sparkling,Low,Low,High,24.0,
1247692,Bramare Malbec Uco Valley,0,713,8824,4.4,19752,https://www.seulementproduitsitaliens.be/eccellenze_internazionali/vina-cobos/27635-vina-cobos-bramare-malbec-uco-valley.html?codice=WFL013,Low,Non-Sparkling,Medium,High,Low,3810.0,
1247975,Pian delle Vigne Vignaferrovia Brunello di Montalcino Riserva,0,1796,1252,4.5,2165,https://www.seulementproduitsitaliens.be/vino/antinori/9501-brunello-di-montalcino-riserva-pian-delle-vigne-vigna-ferrovia-antinori.html?codice=PER018,Medium,Non-Sparkling,Low,Low,Medium,112.0,
1251730,Reserva Ribera del Duero,0,405,3619,4.3,11233,https://joyvino.be/products/arzuaga-reserva-2018,Medium,Non-Sparkling,Medium,Medium,Medium,864.0,
1253819,Douro Pintas Tinto,0,433,25807,4.5,4167,https://www.seulementproduitsitaliens.be/eccellenze_internazionali/wine-soul/22800-wine-soul-douro-pintas-tinto.html?codice=PLG738-2020,Low,Non-Sparkling,High,Medium,High,453.0,
1256452,'Giulio Ferrari' Riserva del Fondatore,0,2471,5434,4.6,12592,https://www.seulementproduitsitaliens.be/spec_collezioni.php?CODICEWT=20FEGI10B,Medium,Sparkling,Low,,,21.0,Brut <2g
1256671,Vosne-Romanée Premier Cru 'Les Suchots',0,3521,26455,4.3,601,https://www.seulementproduitsitaliens.be/spec_collezioni.php?CODICEWT=50ARVSU09B,High,Non-Sparkling,Low,High,Low,51.0,
1257923,Silex,0,759,1702,4.5,8386,https://www.wijnig.nl/didier-dagueneau-silex-2018.html,High,Non-Sparkling,Low,Low,,219.0,
1258052,Cuvée Extase Blanc de Blancs Champagne Grand Cru,0,4638,134564,4.2,231,https://www.seulementproduitsitaliens.be/spec_collezioni.php?CODICEW=40GUEX04B,High,Sparkling,Medium,,,30.0,Brut Nature <0.5g
1258239,Brunello di Montalcino Riserva,0,1796,4128,4.4,333,https://www.wereldwijnonline.be/brunello-di-montalcino-5-liter-2010-toscane-itali.html,High,Non-Sparkling,Medium,Low,High,16.0,
1258443,Mai The First A.Montes Malbec,0,454,3013,4.4,6379,https://www.grandcruwijnen.nl/2018-kaiken-mai-the-first-malbec,Low,Non-Sparkling,High,High,Medium,1274.0,
1260481,Vénus Blanc de Blancs Brut Nature Champagne Grand Cru 'Avize',1,4625,5072,4.4,794,https://www.seulementproduitsitaliens.be/eccellenze_internazionali/agrapart-fils/30363-agrapart-fils-venus-blanc-de-blancs-brut-nature-champagne-grand-cru-avize.html?codice=PLG1821,High,Sparkling,Medium,,,153.0,Brut Nature <0.5g
1263078,Domaine des Tourettes Hermitage Rouge,0,535,7636,4.3,3806,https://www.vinio.nl/products/delas-hermitage-domaine-des-tourettes-2017,Medium,Non-Sparkling,High,Low,High,31.0,
1269058,Clos de Vougeot Grand Cru,0,2219,215545,4.3,467,https://hermanwines.com/products/clos-vougeot-gc-clos-frantin-bichot-2015-r-1-5l-1,High,Non-Sparkling,Low,Low,Low,14.0,
1269657,Bolgheri Superiore Sondraia,0,3345,4693,4.2,12843,https://www.seulementproduitsitaliens.be/vino/poggio-al-tesoro/10804-poggio-al-tesoro-bolgheri-superiore-sondraia.html?codice=DAC64601-2017,Medium,Non-Sparkling,Medium,Medium,High,326.0,
1270105,Amaya Arzuaga (Colección),0,405,3619,4.3,1179,https://joyvino.be/products/arzuaga-amaya-2016,Medium,Non-Sparkling,Medium,Medium,Medium,154.0,
1270116,Chambolle-Musigny Premier Cru 'Les Feusselottes',1,3687,30373,4.4,262,https://www.seulementproduitsitaliens.be/spec_collezioni.php?CODICEWT=50CTCMF18B,Medium,Non-Sparkling,Low,Low,Low,24.0,
1274124,Montrachet Grand Cru Marquis de Laguiche,0,3041,1358,4.6,1970,https://www.seulementproduitsitaliens.be/spec_collezioni.php?CODICE=2204059,Low,Non-Sparkling,Medium,High,,160.0,
1274818,Barolo Monprivato,0,504,15356,4.4,6966,https://www.seulementproduitsitaliens.be/spec_collezioni.php?CODICEWT=00MGBM12B,High,Non-Sparkling,Low,Low,High,539.0,
1275268,Reserve Pinotage,0,1364,28712,4.4,1891,https://joyvino.be/products/pinotage-reserve,Low,Non-Sparkling,Medium,Medium,Medium,86.0,
1275531,Chassagne-Montrachet 1er Cru 'Morgeot',0,3745,9294,4.4,329,https://www.wijnig.nl/chassagne-montrachet-1er-cru-morgeot-2019.html,Medium,Non-Sparkling,Low,Medium,,27.0,
1276653,La Landonne Côte-Rôtie,0,693,2164,4.5,584,https://www.seulementproduitsitaliens.be/eccellenze_internazionali/domaine-gerin/22644-domaine-gerin-cote-rotie-la-landonne.html?codice=PLG582,High,Non-Sparkling,Medium,Medium,High,17.0,
1290765,Corton-Charlemagne Grand Cru,0,2236,178310,4.6,719,https://www.wijnig.nl/pierre-yves-colin-morey-corton-charlemagne-grand-c.html,Medium,Non-Sparkling,Medium,Medium,,83.0,
1292070,Nuits-Saint-Georges,0,2230,1415,4.4,257,https://www.vanoudsdezwaan.nl/maison-leroy-nuits-saint-georges-1983-114381095.html,High,Non-Sparkling,Low,High,Low,19.0,
1294734,Rapture Cabernet Sauvignon,0,65,1916,4.3,2117,https://www.vivino.com/BE/en/michael-david-winery-rapture-cabernet-sauvignon/w/1294734?ref=nav-search,Low,Non-Sparkling,High,Medium,Medium,88.0,
1297856,Sauternes,0,432,52856,4.3,938,https://www.colaris.com/catalog/product/view/id/55165,High,Non-Sparkling,High,High,,12.0,
1298725,Pieve Santa Restituta Sugarille Brunello di Montalcino,0,1796,10474,4.5,3717,https://www.seulementproduitsitaliens.be/vino/gaja/17110-gaja-pieve-santa-restituta-sugarrile-brunello-di-montalcino.html?codice=IWC011,High,Non-Sparkling,Low,Medium,High,133.0,
1301256,Amour de Deutz Millésimé Brut Champagne,0,409,13958,4.5,5532,https://www.wijnig.nl/amour-de-deutz-2010.html,High,Sparkling,Medium,,,831.0,Extra Dry <2.8g
1305714,Chassagne-Montrachet 1er Cru 'Morgeot',0,3024,1415,4.4,283,https://www.seulementproduitsitaliens.be/spec_collezioni.php?CODICE=2204416,Low,Non-Sparkling,Medium,High,,14.0,
1311318,Millecento Brunello di Montalcino Riserva,0,1796,3435,4.6,1364,https://www.colaris.com/catalog/product/view/id/55992,Medium,Non-Sparkling,Low,Low,Medium,74.0,
1312358,Brunello di Montalcino Riserva,1,1796,26381,4.4,339,https://www.colaris.com/catalog/product/view/id/47651,High,Non-Sparkling,Low,Low,High,23.0,
1313331,Pur Sang,0,759,1702,4.3,3634,https://www.wijnig.nl/didier-dagueneau-pouilly-fume-pur-sang-2017.html,High,Non-Sparkling,Low,Low,,107.0,
1318804,Echezeaux Grand Cru,0,2221,2834,4.3,338,https://www.seulementproduitsitaliens.be/spec_collezioni.php?CODICEWT=50FOEC18B,High,Non-Sparkling,Low,High,Low,24.0,
1320744,Lodovico,0,394,4047,4.6,3860,https://www.seulementproduitsitaliens.be/vino/tenuta-di-biserno/11119-lodovico-tenuta-di-biserno.html?codice=PER021,Low,Non-Sparkling,Low,Medium,Low,368.0,
1324170,Dalmau Rioja,0,492,1864,4.4,7868,https://www.seulementproduitsitaliens.be/spec_collezioni.php?CODICEWT=80MDMD16B,Medium,Non-Sparkling,Medium,Medium,High,693.0,
1360745,Campo del Drago Brunello di Montalcino,0,1796,3435,4.4,2854,https://www.wijnig.nl/castiglion-del-bosco-brunello-di-montalcino-campo.html,High,Non-Sparkling,Low,Low,High,112.0,
1364538,Amarone della Valpolicella,0,1804,30823,4.3,1712,https://www.seulementproduitsitaliens.be/vino/massimago/11970-massimago-amarone-della-valpolicella.html?codice=PLG119,Low,Non-Sparkling,High,High,Low,68.0,
1364597,Riserva vecchie viti dei Capalot e delle Brunate Barolo,0,504,1663,4.5,338,https://www.seulementproduitsitaliens.be/spec_collezioni.php?CODICEWT=00RVBC04M,High,Non-Sparkling,Medium,High,High,18.0,
1364756,La Mattonara Amarone della Valpolicella Classico Riserva,0,3237,16806,4.7,1196,https://www.seulementproduitsitaliens.be/spec_collezioni.php?CODICEWT=20ZYRI04B,Low,Non-Sparkling,High,High,Low,78.0,
1365051,Palazzi Rosso Toscana,0,394,2531,4.4,961,https://www.seulementproduitsitaliens.be/vino/tenuta-di-trinoro/22282-tenuta-di-trinoro-palazzi-rosso-toscana.html?codice=ZPP385-2019,Low,Non-Sparkling,Low,High,Medium,95.0,
1367557,Lilium Est Amarone Della Valpolicella Riserva,0,1804,3109,4.5,733,https://www.seulementproduitsitaliens.be/vino/tenuta-santantonio/10039-tenuta-santantonio-lilium-est-amarone-della-valpolicella-riserva.html?codice=06989-2010,Low,Non-Sparkling,High,High,Low,52.0,
1369227,Nuits-Saint-Georges 1er Cru 'Clos des Corvées',1,3981,68941,4.4,1245,https://www.seulementproduitsitaliens.be/spec_collezioni.php?CODICEWT=50PRNSGCC16B,High,Non-Sparkling,Low,High,Low,126.0,
1370760,Rosé Brut Champagne Grand Cru 'Ambonnay',0,4624,11457,4.4,1782,https://hermanwines.com/products/gc-extra-brut-rose-egly-ouriet-nv-09-22-rs-0-75l,High,Sparkling,Medium,,,344.0,Dry <5.3g
1379762,Alabaster,0,430,22425,4.6,2708,https://hermanwines.com/products/alabaster-teso-la-monja-2007-r-0-75l,Low,Non-Sparkling,High,High,Medium,108.0,
1382466,Gardarèm,0,3265,17444,4.4,1308,https://www.colaris.com/catalog/product/view/id/60588,Medium,Non-Sparkling,High,High,Medium,69.0,
1383553,Roda I Reserva Rioja,0,492,2294,4.4,22749,https://www.wijnig.nl/bodegas-roda-roda-i-reserva-rioja-2017.html,Medium,Non-Sparkling,Medium,Medium,High,2075.0,
1384933,La Grande Dame Brut Rosé Champagne,0,409,7979,4.6,1118,https://www.wijnig.nl/veuve-clicquot-la-grande-dame-brut-rose-champagne.html,High,Sparkling,High,,,129.0,Brut <2g
1386095,Red,0,25,94901,4.6,3639,https://www.topwijnen.be/nl/product/wijnen/verenigde-staten-van-amerika/north-coast-area/napa-valley/wn74135/wn74135,Medium,Non-Sparkling,High,Medium,Medium,199.0,
1395198,Ozanne Blanc de Blancs Brut Champagne Grand Cru 'Avize',0,4625,95627,4.5,484,https://www.seulementproduitsitaliens.be/spec_collezioni.php?CODICEWT=40FAOZNMB,High,Sparkling,High,,,134.0,Extra Dry <2.8g
1397765,Clos Vougeot Grand Cru,0,2219,16997,4.4,226,https://hermanwines.com/products/clos-vougeot-gc-de-montille-2020-r-0-75l,High,Non-Sparkling,Low,Low,Low,22.0,
1406364,Gevrey Chambertin 1er Cru 'Aux Combottes',0,3763,1422,4.4,1002,https://www.wijnig.nl/domaine-dujac-gevrey-chambertin-1er-cru--139437379.html,High,Non-Sparkling,Low,Medium,Low,118.0,
1415420,Vittorio Moretti,0,817,11344,4.4,2025,https://www.seulementproduitsitaliens.be/vino/bellavista/179-bellavista-vittorio-moretti.html?codice=GTM012,Medium,Sparkling,Low,,,12.0,Extra Dry <2.8g
1415698,Tenuta Guado al Tasso Matarocchio,0,2916,1252,4.6,1875,https://www.seulementproduitsitaliens.be/spec_collezioni.php?CODICEWT=10ANMA17B,Low,Non-Sparkling,Low,Medium,Medium,171.0,
1417067,Douro Quinta da Manoella VV Tinto,0,433,25807,4.3,2548,https://www.grandcruwijnen.nl/2019-wine-soul-quinta-da-manoella-vinhas-velhas,Low,Non-Sparkling,High,Medium,High,256.0,
1419005,Vosne-Romanée 1er Cru 'Les Suchots',1,3521,68941,4.4,651,https://www.seulementproduitsitaliens.be/spec_collezioni.php?CODICEWT=50PRVSU19B,High,Non-Sparkling,Low,Medium,Low,68.0,
1424847,Blueline Estate Cabernet Sauvignon,0,91,1517,4.5,1321,https://www.grandcruwijnen.nl/2019-hourglass-cabernet-sauvignon-blueline-estate,Medium,Non-Sparkling,High,Medium,Medium,116.0,
1435787,Montrachet Grand Cru,0,3041,1270,4.7,459,https://www.seulementproduitsitaliens.be/spec_collezioni.php?CODICE=1101103,Low,Non-Sparkling,Medium,High,,61.0,
1438695,Primitivo di Manduria,0,2753,19992,4.2,2011,https://www.grandcruwijnen.nl/2021-cignomoro-primitivo-di-manduria,Low,Non-Sparkling,Medium,High,Low,56.0,
1441099,Blanc des Millénaires,0,409,1858,4.6,5581,https://www.seulementproduitsitaliens.be/eccellenze_internazionali/charles-heidsieck/11470-charles-heidsieck-blanc-des-millenaires-blanc-de-blancs-.html?codice=PHL112,High,Sparkling,High,,,1025.0,Brut <2g
1441825,Brut Rosé Champagne,0,409,20691,4.5,830,http://www.vivino.com/wines/1936485,High,Sparkling,Medium,,,107.0,Dry <5.3g
1446306,Harlequin,0,460,16806,4.7,1276,https://hermanwines.com/products/harlequin-zyme-2015-r-0-75l,Low,Non-Sparkling,High,High,Medium,115.0,
1451400,Échézeaux Grand Cru,0,2221,4173,4.7,359,https://hermanwines.com/products/echezeaux-gc-h-jayer-c-dessilly-ghlin-1976-r-0-75l-1,High,Non-Sparkling,Low,High,Low,28.0,
1452337,Book 17 XVII,0,533,2510,4.7,814,https://joyvino.be/products/de-toren-book-17-2019,Medium,Non-Sparkling,Medium,Low,Medium,40.0,
1456406,Châteauneuf-du-Pape Amiral G,0,401,118005,4.5,536,https://www.seulementproduitsitaliens.be/eccellenze_internazionali/famille-brechet/15962-famille-brechet-rouge-amiral-g.html?codice=VSC130,Low,Non-Sparkling,High,Medium,Medium,45.0,
1458882,Brunello di Montalcino Riserva,0,1796,244652,4.6,1589,https://www.seulementproduitsitaliens.be/vino/poggio-di-sotto/10246-poggio-di-sotto-brunello-di-montalcino-riserva.html?codice=PRN063,Medium,Non-Sparkling,Low,Low,Medium,57.0,
1461580,Sancerre 'Clos la Néore',0,635,25801,4.4,699,https://www.seulementproduitsitaliens.be/spec_collezioni.php?CODICEWT=70EVSCN17B,High,Non-Sparkling,Low,Low,,29.0,
1464100,Ares,0,397,1369,4.4,1995,https://www.seulementproduitsitaliens.be/eccellenze_internazionali/two-hands/28393-two-hands-ares.html?codice=GHL393,Low,Non-Sparkling,High,High,Medium,129.0,
1467543,Riesling 'Le Gallais' Wiltinger Braune Kupp Auslese,0,3150,2197,4.5,242,https://hermanwines.com/products/wilting-br-kupp-ausl-e-muller-gaillais-18-w-0-75l,High,Non-Sparkling,Low,High,,39.0,
1468452,Lupi Rezerva,0,1437,27224,4.5,7604,https://tezauro.myshopify.com/products/lupi-magnum-fles,,Non-Sparkling,,,,,
1469877,Bâtard-Montrachet Grand Cru,0,3036,9294,4.4,347,https://www.wijnig.nl/batard-montrachet-grand-cru-2019.html,Low,Non-Sparkling,Medium,Medium,,31.0,
1473611,Côte-Rôtie La Turque,0,693,1314,4.6,4891,https://www.wijnig.nl/guigal-cote-rotie-la-turque-2017.html,Medium,Non-Sparkling,High,Medium,High,107.0,
1474005,Meursault 1er Cru 'Les Genevrières',0,3866,8624,4.3,606,https://www.seulementproduitsitaliens.be/spec_collezioni.php?CODICEW=50GIMEG18B,Medium,Non-Sparkling,Medium,Low,,33.0,
1475868,Piovesole Amarone della Valpolicella Classico,0,3237,29001,4.3,868,https://www.seulementproduitsitaliens.be/vino/eleva/1861-amarone-valpolicella-piovesole.html?codice=7332-2017,Low,Non-Sparkling,High,High,Low,20.0,
1476033,Nettare Veneto Bianco,0,460,1852,4.6,87,https://www.seulementproduitsitaliens.be/spec_collezioni.php?CODICEWT=20DFNE94H,Low,Non-Sparkling,High,High,,4.0,
1476982,Cava Celler Batlle,0,1706,6275,4.3,1575,https://www.grandcruwijnen.nl/2010-cava-gramona-corpinnat-celler-batlle-gran-reserva-brut-nature,Medium,Sparkling,Low,,,118.0,Brut Nature <0.5g
1480077,Sous L'Escalier Petite Arvine du Valais,0,959,40871,4.4,164,https://hermanwines.com/products/petite-arvine-sous-lescalier-du-mont-2021-w-0-5l,High,Non-Sparkling,Medium,High,,0.0,
1481229,Chambolle-Musigny Les Cabottes,1,2215,30373,4.4,413,https://www.seulementproduitsitaliens.be/spec_collezioni.php?CODICEWT=50CTCMC18B,High,Non-Sparkling,Low,Low,Low,35.0,
1483095,Tokaji Aszú 5 Puttonyos,0,541,30829,4.3,649,https://www.seulementproduitsitaliens.be/eccellenze_internazionali/grof-degenfeld/30041-grof-degenfeld-tokaji-aszu-5-puttonyos.html?codice=AFW094,High,Non-Sparkling,Low,High,,3.0,
1487447,Chambolle-Musigny 1er Cru 'Les Amoureuses',0,3678,31764,4.5,59,https://www.seulementproduitsitaliens.be/spec_collezioni.php?CODICEWT=50GRCAM18B,High,Non-Sparkling,Low,Low,Low,7.0,
1489541,Charmes-Chambertin Grand Cru Les Mazoyères,0,2204,11168,4.4,548,https://www.seulementproduitsitaliens.be/spec_collezioni.php?CODICEWT=50DVCCM20B,Medium,Non-Sparkling,Low,High,Low,63.0,
1489573,Clos Vougeot Grand Cru,0,2219,7658,4.4,1202,https://www.wijnig.nl/domaine-jacques-prieur-clos-vougeot-grand-cru-2019.html,High,Non-Sparkling,Low,Medium,Low,96.0,
1489684,Moncerbal Bierzo (Corullón),0,628,11815,4.3,1090,https://www.grandcruwijnen.nl/2019-descendientes-jose-palacios-moncerbal,High,Non-Sparkling,Low,Medium,Low,26.0,
1491634,Meursault 1er Cru 'Charmes',0,3864,3952,4.3,242,https://www.seulementproduitsitaliens.be/spec_collezioni.php?CODICEWT=50CBMCH18B,Low,Non-Sparkling,Medium,High,,21.0,
1499274,Puligny-Montrachet Premier Cru Clos du Cailleret,0,3022,1450,4.3,395,https://www.seulementproduitsitaliens.be/spec_collezioni.php?CODICEWT=50LAPMC13B,Medium,Non-Sparkling,Medium,Low,,34.0,
1501509,Vieux Marc de Bandol,0,648,2250,4.5,102,https://www.seulementproduitsitaliens.be/spec_collezioni.php?CODICEWT=90MAPI90B,,Non-Sparkling,,,,,
1502021,Vin Santo di Montepulciano Occhio di Pernice,0,2693,1574,4.4,1867,https://www.seulementproduitsitaliens.be/spec_collezioni.php?CODICEWT=10AVOC89H,High,Non-Sparkling,Medium,High,,1.0,
1502070,Grace Vineyard Pinot Noir,0,726,52,4.5,385,https://www.grandcruwijnen.nl/2018-domaine-serene-pinot-noir-grace-vineyard,Medium,Non-Sparkling,Low,Low,Low,17.0,
1507186,Barolo Bussia Vigna Munie,0,504,1903,4.4,141,https://www.grandcruwijnen.nl/2013-parusso-barolo-riserva-bussia-munie,High,Non-Sparkling,Medium,Low,High,6.0,
1517965,B Bordicon Blend,0,533,56544,4.3,1088,https://www.seulementproduitsitaliens.be/eccellenze_internazionali/idiom/30056-idiom-b-bordicon-blend.html?codice=AFW109,Medium,Non-Sparkling,Medium,Low,Medium,82.0,
1521201,Corton-Charlemagne Grand Cru,0,2236,46054,4.4,164,https://www.topwijnen.be/nl/product/wijnen/frankrijk/bourgogne/cote-de-beaune/corton-charlemagne/domaine-lequin/wn250644/wn250644,Low,Non-Sparkling,Medium,Medium,,3.0,
1523545,Montrachet Grand Cru,0,3041,21749,4.6,269,https://www.seulementproduitsitaliens.be/spec_collezioni.php?CODICEWT=50MCMO19B,Medium,Non-Sparkling,Medium,High,,25.0,
1524704,VIK,0,737,36981,4.6,8493,https://www.grandcruwijnen.nl/2017-vina-vik-winery-vik,Low,Non-Sparkling,High,Medium,Medium,484.0,
1527465,Poggio Alle Nane Maremma Toscana,0,2916,78290,4.4,3509,https://www.seulementproduitsitaliens.be/spec_collezioni.php?CODICEWT=10ANPN20B,Low,Non-Sparkling,Low,Medium,Low,390.0,
1533615,Schlehdorn Riesling Trocken,0,479,4899,4.4,202,https://hermanwines.com/products/schlehdorn-unikat-peter-jakob-kuhn-2019-w-0-75l,High,Non-Sparkling,Low,Medium,,24.0,
1535464,Bâtard-Montrachet Grand Cru,0,3036,21749,4.5,214,https://www.seulementproduitsitaliens.be/spec_collezioni.php?CODICE=2201321,Low,Non-Sparkling,Medium,Medium,,15.0,
1549415,Aszú 6 puttonyos,0,541,2025,4.5,2450,https://www.seulementproduitsitaliens.be/eccellenze_internazionali/royal-tokaji/18052-royal-tokaji-6-puttonyos-aszu.html?codice=GHL200-2017,High,Non-Sparkling,Low,High,,9.0,
1558589,Brunello di Montalcino,0,1796,11500,4.5,27452,https://www.seulementproduitsitaliens.be/spec_collezioni.php?CODICEWT=10BSBM83B,Medium,Non-Sparkling,Low,Low,High,1148.0,
1560732,Maria Adelaide Barbaresco,0,722,2200,4.3,501,https://www.seulementproduitsitaliens.be/spec_collezioni.php?CODICE=2201414,High,Non-Sparkling,Low,Low,High,13.0,
1563086,Gran Buig Priorat,0,463,26509,4.6,125,https://www.labuenavida.be/spaanse-wijn/mas-d-en-gil/gran-buig/3620,Medium,Non-Sparkling,High,Low,Medium,6.0,
1565472,123 Brunello di Montalcino Riserva,0,1796,3876,4.4,525,https://www.seulementproduitsitaliens.be/vino/solaria-patrizia-cencioni/11698-solaria-patrizia-cencioni-123-brunello-di-montalcino-riserva.html?codice=PLG257-2017,Medium,Non-Sparkling,Low,Low,High,33.0,
1572123,Faith,0,533,4111,4.5,1048,https://www.seulementproduitsitaliens.be/eccellenze_internazionali/beyerskloof/29966-beyerskloof-faith.html?codice=AFW022,Low,Non-Sparkling,High,Low,Medium,16.0,
1579011,Ice Wine de Purcari,0,1124,9534,4.5,722,https://tezauro.myshopify.com/products/ice-wine-de-purcari,,Non-Sparkling,,,,,
1587376,Amarone della Valpolicella,0,1804,11880,4.3,4014,https://www.wereldwijnonline.be/torre-dorti-valpolicella-ripasso-superior-83298401.html,Low,Non-Sparkling,High,High,Low,139.0,
1591090,Sed de Caná,0,405,53529,4.5,345,https://www.seulementproduitsitaliens.be/eccellenze_internazionali/jaro/25497-jaro-sed-de-cana.html?codice=PLG1145,Medium,Non-Sparkling,Medium,High,High,34.0,
1591125,Preta Cuvée David Booth Grande Reserva,0,1395,21586,4.3,1507,https://www.heerlyckheid.be/product/fitapreta-alentejo-preta-cuvee-david-booth-2019-red/,Low,Non-Sparkling,High,High,Medium,199.0,
1591414,Sassella Nuova Regina Riserva,0,1836,6897,4.3,987,https://www.seulementproduitsitaliens.be/spec_collezioni.php?CODICEWT=20ARSRR09M,High,Non-Sparkling,Medium,Low,High,49.0,
1598758,Bâtard-Montrachet Grand Cru,0,3036,1270,4.6,1191,https://www.seulementproduitsitaliens.be/spec_collezioni.php?CODICEWT=50RABM08M,Low,Non-Sparkling,Medium,Medium,,94.0,
1600556,Nuits-Saint-Georges 1er Cru 'Aux Thorey',0,3974,1709,4.4,543,https://www.seulementproduitsitaliens.be/spec_collezioni.php?CODICEWT=50SCNSGT19B,High,Non-Sparkling,Low,Medium,Low,54.0,
1604635,Saint-Émilion Grand Cru (Premier Grand Cru Classé),0,827,1489,4.3,10699,https://www.seulementproduitsitaliens.be/spec_collezioni.php?CODICEWT=60PMA00B,Medium,Non-Sparkling,High,Medium,Medium,627.0,
1605285,Pessac-Léognan (Grand Cru Classé de Graves),0,471,13146,4.5,15975,https://www.seulementproduitsitaliens.be/eccellenze_internazionali/chateau-la-mission-haut-brion/26208-chateau-la-mission-haut-brion-pessac-leognan-(grand-cru-classe-de-graves).html?codice=PLG1275-2017,High,Non-Sparkling,High,Medium,High,480.0,
1606096,Les Riceys Cuvée Cyriès Brut Millesimé Champagne,0,409,35755,4.6,43,https://www.seulementproduitsitaliens.be/eccellenze_internazionali/walczak-pascal/29938-walczak-pascal-les-riceys-cuvee-cyries-brut-millesime-champagne.html?codice=ZPP801,High,Sparkling,High,,,1.0,Brut Nature <0.5g
1606612,Cuvée Kermesse Rosso,0,661,4208,4.2,1153,https://www.seulementproduitsitaliens.be/spec_collezioni.php?CODICE=2203651,Low,Non-Sparkling,Medium,High,Medium,120.0,
1607729,Chevalier-Montrachet Grand Cru Blanc,0,3037,7601,4.4,1283,https://www.seulementproduitsitaliens.be/spec_collezioni.php?CODICEWT=50BOCM18B,Low,Non-Sparkling,Medium,Medium,,95.0,
1611059,Chambertin Grand Cru,0,2201,7658,4.4,354,https://www.wijnig.nl/domaine-jacques-prieur-chambertin-grand-cru-2016.html,High,Non-Sparkling,Low,Low,Low,30.0,
1611255,Cabernet Sauvignon,0,105,14919,4.8,2941,https://www.seulementproduitsitaliens.be/spec_collezioni.php?CODICEWT=80RUSC15B,Medium,Non-Sparkling,High,Medium,Medium,295.0,
1612345,Le Montrachet Grand Cru,0,3041,41902,4.5,30,https://www.seulementproduitsitaliens.be/spec_collezioni.php?CODICE=1101586,Low,Non-Sparkling,Low,High,,2.0,
1612787,Brunello di Montalcino Riserva Pian di Conte,0,1796,3962,4.3,1118,https://www.seulementproduitsitaliens.be/spec_collezioni.php?CODICE=2001544,Medium,Non-Sparkling,Low,Medium,Medium,67.0,
1619581,Colore Toscana,0,394,3104,4.4,1415,https://www.colaris.com/catalog/product/view/id/47951,Medium,Non-Sparkling,Low,Low,Medium,183.0,
1622554,Pedrouzos Godello,0,1735,11258,4.5,109,https://www.grandcruwijnen.nl/2016-valdesil-pedrouzos-magnum,,Non-Sparkling,,,,,
1626074,Cerretta Barolo Riserva (Vigna Bricco),0,504,1726,4.5,2065,https://www.seulementproduitsitaliens.be/spec_collezioni.php?CODICE=2202288,High,Non-Sparkling,Medium,Low,High,155.0,
1627127,Magma,1,579,5384,4.5,748,https://hermanwines.com/products/magma-frank-cornelissen-2019-r-1-5l,Low,Non-Sparkling,High,High,Medium,67.0,
1627830,Kevin Arnold Shiraz,0,533,3060,4.2,6987,https://joyvino.be/products/waterford-kevin-arnorld-shiraz,Medium,Non-Sparkling,High,Low,Medium,335.0,
1632340,La Faraona Bierzo (Corullón),0,628,11815,4.6,423,https://www.seulementproduitsitaliens.be/spec_collezioni.php?CODICEWT=80JPLF16B,Medium,Non-Sparkling,Low,Medium,Low,35.0,
1636506,Reserva Particular de Recaredo Gran Reserva Brut Nature,0,631,12264,4.4,923,https://www.seulementproduitsitaliens.be/eccellenze_internazionali/recaredo/16681-recaredo-reserva-particular-de-recaredo-gran-reserva-brut-nature.html?codice=PRP1299-2013,Medium,Sparkling,Low,,,56.0,Dry <5.3g
1637184,Scharzhofberger Riesling Auslese,0,3150,2197,4.6,1666,https://hermanwines.com/products/scharzhofb-rr-auslese-egon-muller-2018-w-0-75l,High,Non-Sparkling,Low,High,,137.0,
1647685,Vigneto Bellavista Chianti Classico,0,1798,2170,4.4,1402,https://www.seulementproduitsitaliens.be/spec_collezioni.php?CODICEWT=10AMBE07B,Medium,Non-Sparkling,Low,Medium,High,60.0,
